inning,half,outs,base,scoreDiffHome,weHome
3,top,0,3,-6,0.0895
3,top,0,3,-5,0.1269
3,top,0,3,-4,0.177
3,top,0,3,-3,0.2413
3,top,0,3,-2,0.32
3,top,0,3,-1,0.4104
3,top,0,3,0,0.5072
3,top,0,3,1,0.6036
3,top,0,3,2,0.6925
3,top,0,3,3,0.7691
3,top,0,3,4,0.8313
3,top,0,3,5,0.8794
3,top,0,3,6,0.9151
3,top,0,3,7,0.941
3,top,0,3,8,0.9593
3,top,0,3,9,0.9721
3,top,0,3,10,0.981
3,top,0,4,-10,0.0201
3,top,0,4,-9,0.0295
3,top,0,4,-8,0.043
3,top,0,4,-7,0.0623
3,top,0,4,-6,0.0895
3,top,0,4,-5,0.1269
3,top,0,4,-4,0.177
3,top,0,4,-3,0.2413
3,top,0,4,-2,0.32
3,top,0,4,-1,0.4104
3,top,0,4,0,0.5072
3,top,0,4,1,0.6036
3,top,0,4,2,0.6925
3,top,0,4,3,0.7691
3,top,0,4,4,0.8313
3,top,0,4,5,0.8794
3,top,0,4,6,0.9151
3,top,0,4,7,0.941
3,top,0,4,8,0.9593
3,top,0,4,9,0.9721
3,top,0,4,10,0.981
3,top,0,5,-10,0.0204
3,top,0,5,-9,0.0298
3,top,0,5,-8,0.0435
3,top,0,5,-7,0.0631
3,top,0,5,-6,0.0905
3,top,0,5,-5,0.1284
3,top,0,5,-4,0.1789
3,top,0,5,-3,0.2437
3,top,0,5,-2,0.3228
3,top,0,5,-1,0.4135
3,top,0,5,0,0.5105
3,top,0,5,1,0.6067
3,top,0,5,2,0.6953
3,top,0,5,3,0.7714
3,top,0,5,4,0.8331
3,top,0,5,5,0.8807
3,top,0,5,6,0.9161
3,top,0,5,7,0.9417
3,top,0,5,8,0.9598
3,top,0,5,9,0.9725
3,top,0,5,10,0.9812
3,top,0,6,-10,0.0207
3,top,0,6,-9,0.0303
3,top,0,6,-8,0.0442
3,top,0,6,-7,0.064
3,top,0,6,-6,0.0918
3,top,0,6,-5,0.1301
3,top,0,6,-4,0.1811
3,top,0,6,-3,0.2465
3,top,0,6,-2,0.3261
3,top,0,6,-1,0.4171
3,top,0,6,0,0.5142
3,top,0,6,1,0.6103
3,top,0,6,2,0.6985
3,top,0,6,3,0.7741
3,top,0,6,4,0.8352
3,top,0,6,5,0.8823
3,top,0,6,6,0.9173
3,top,0,6,7,0.9425
3,top,0,6,8,0.9604
3,top,0,6,9,0.9729
3,top,0,6,10,0.9815
3,top,0,7,-10,0.0209
3,top,0,7,-9,0.0307
3,top,0,7,-8,0.0447
3,top,0,7,-7,0.0647
3,top,0,7,-6,0.0929
3,top,0,7,-5,0.1315
3,top,0,7,-4,0.183
3,top,0,7,-3,0.2489
3,top,0,7,-2,0.3289
3,top,0,7,-1,0.4203
3,top,0,7,0,0.5175
3,top,0,7,1,0.6134
3,top,0,7,2,0.7012
3,top,0,7,3,0.7763
3,top,0,7,4,0.837
3,top,0,7,5,0.8837
3,top,0,7,6,0.9183
3,top,0,7,7,0.9432
3,top,0,7,8,0.9609
3,top,0,7,9,0.9732
3,top,0,7,10,0.9817
3,top,1,0,-10,0.019
3,top,1,0,-9,0.0278
3,top,1,0,-8,0.0406
3,top,1,0,-7,0.0589
3,top,1,0,-6,0.0848
3,top,1,0,-5,0.1205
3,top,1,0,-4,0.1685
3,top,1,0,-3,0.2307
3,top,1,0,-2,0.3073
3,top,1,0,-1,0.3962
3,top,1,0,0,0.4925
3,top,1,0,1,0.5894
3,top,1,0,2,0.6798
3,top,1,0,3,0.7585
3,top,1,0,4,0.8229
3,top,1,0,5,0.873
3,top,1,0,6,0.9104
3,top,1,0,7,0.9376
3,top,1,0,8,0.957
3,top,1,0,9,0.9705
3,top,1,0,10,0.9799
3,top,1,1,-10,0.0192
3,top,1,1,-9,0.0282
3,top,1,1,-8,0.0411
3,top,1,1,-7,0.0597
3,top,1,1,-6,0.0858
3,top,1,1,-5,0.1219
3,top,1,1,-4,0.1704
3,top,1,1,-3,0.233
3,top,1,1,-2,0.31
3,top,1,1,-1,0.3993
3,top,1,1,0,0.4958
3,top,1,1,1,0.5925
3,top,1,1,2,0.6827
3,top,1,1,3,0.7609
3,top,1,1,4,0.8248
3,top,1,1,5,0.8744
3,top,1,1,6,0.9115
3,top,1,1,7,0.9384
3,top,1,1,8,0.9575
3,top,1,1,9,0.9709
3,top,1,1,10,0.9801
3,top,1,2,-10,0.0195
3,top,1,2,-9,0.0286
3,top,1,2,-8,0.0417
3,top,1,2,-7,0.0605
3,top,1,2,-6,0.087
3,top,1,2,-5,0.1235
3,top,1,2,-4,0.1725
3,top,1,2,-3,0.2357
3,top,1,2,-2,0.3132
3,top,1,2,-1,0.4029
3,top,1,2,0,0.4995
3,top,1,2,1,0.5962
3,top,1,2,2,0.6859
3,top,1,2,3,0.7636
3,top,1,2,4,0.8269
3,top,1,2,5,0.876
3,top,1,2,6,0.9127
3,top,1,2,7,0.9393
3,top,1,2,8,0.9581
3,top,1,2,9,0.9713
3,top,1,2,10,0.9804
3,top,1,3,-10,0.0198
3,top,1,3,-9,0.029
3,top,1,3,-8,0.0422
3,top,1,3,-7,0.0613
3,top,1,3,-6,0.088
3,top,1,3,-5,0.1249
3,top,1,3,-4,0.1744
3,top,1,3,-3,0.238
3,top,1,3,-2,0.316
3,top,1,3,-1,0.406
3,top,1,3,0,0.5027
3,top,1,3,1,0.5993
3,top,1,3,2,0.6887
3,top,1,3,3,0.7659
3,top,1,3,4,0.8288
3,top,1,3,5,0.8774
3,top,1,3,6,0.9137
3,top,1,3,7,0.94
3,top,1,3,8,0.9586
3,top,1,3,9,0.9717
3,top,1,3,10,0.9807
3,top,1,4,-10,0.0198
3,top,1,4,-9,0.029
3,top,1,4,-8,0.0422
3,top,1,4,-7,0.0613
3,top,1,4,-6,0.088
3,top,1,4,-5,0.1249
3,top,1,4,-4,0.1744
3,top,1,4,-3,0.238
3,top,1,4,-2,0.316
3,top,1,4,-1,0.406
3,top,1,4,0,0.5027
3,top,1,4,1,0.5993
3,top,1,4,2,0.6887
3,top,1,4,3,0.7659
3,top,1,4,4,0.8288
3,top,1,4,5,0.8774
3,top,1,4,6,0.9137
3,top,1,4,7,0.94
3,top,1,4,8,0.9586
3,top,1,4,9,0.9717
3,top,1,4,10,0.9807
3,top,1,5,-10,0.02
3,top,1,5,-9,0.0293
3,top,1,5,-8,0.0428
3,top,1,5,-7,0.062
3,top,1,5,-6,0.0891
3,top,1,5,-5,0.1264
3,top,1,5,-4,0.1762
3,top,1,5,-3,0.2404
3,top,1,5,-2,0.3189
3,top,1,5,-1,0.4091
3,top,1,5,0,0.506
3,top,1,5,1,0.6024
3,top,1,5,2,0.6915
3,top,1,5,3,0.7683
3,top,1,5,4,0.8306
3,top,1,5,5,0.8788
3,top,1,5,6,0.9147
3,top,1,5,7,0.9407
3,top,1,5,8,0.9591
3,top,1,5,9,0.972
3,top,1,5,10,0.9809
3,top,1,6,-10,0.0203
3,top,1,6,-9,0.0298
3,top,1,6,-8,0.0434
3,top,1,6,-7,0.0629
3,top,1,6,-6,0.0903
3,top,1,6,-5,0.128
3,top,1,6,-4,0.1784
3,top,1,6,-3,0.2431
3,top,1,6,-2,0.3221
3,top,1,6,-1,0.4128
3,top,1,6,0,0.5097
3,top,1,6,1,0.606
3,top,1,6,2,0.6947
3,top,1,6,3,0.7709
3,top,1,6,4,0.8327
3,top,1,6,5,0.8804
3,top,1,6,6,0.9159
3,top,1,6,7,0.9416
3,top,1,6,8,0.9597
3,top,1,6,9,0.9724
3,top,1,6,10,0.9812
3,top,1,7,-10,0.0206
3,top,1,7,-9,0.0301
3,top,1,7,-8,0.0439
3,top,1,7,-7,0.0637
3,top,1,7,-6,0.0914
3,top,1,7,-5,0.1295
3,top,1,7,-4,0.1803
3,top,1,7,-3,0.2455
3,top,1,7,-2,0.325
3,top,1,7,-1,0.4159
3,top,1,7,0,0.513
3,top,1,7,1,0.6091
3,top,1,7,2,0.6974
3,top,1,7,3,0.7732
3,top,1,7,4,0.8345
3,top,1,7,5,0.8818
3,top,1,7,6,0.9169
3,top,1,7,7,0.9423
3,top,1,7,8,0.9602
3,top,1,7,9,0.9728
3,top,1,7,10,0.9814
3,top,2,0,-10,0.0187
3,top,2,0,-9,0.0273
3,top,2,0,-8,0.0399
3,top,2,0,-7,0.0579
3,top,2,0,-6,0.0834
3,top,2,0,-5,0.1186
3,top,2,0,-4,0.166
3,top,2,0,-3,0.2275
3,top,2,0,-2,0.3034
3,top,2,0,-1,0.3919
3,top,2,0,0,0.488
3,top,2,0,1,0.585
3,top,2,0,2,0.6759
3,top,2,0,3,0.7552
3,top,2,0,4,0.8202
3,top,2,0,5,0.871
3,top,2,0,6,0.909
3,top,2,0,7,0.9366
3,top,2,0,8,0.9562
3,top,2,0,9,0.97
3,top,2,0,10,0.9795
3,top,2,1,-10,0.0189
3,top,2,1,-9,0.0277
3,top,2,1,-8,0.0404
3,top,2,1,-7,0.0587
3,top,2,1,-6,0.0844
3,top,2,1,-5,0.12
3,top,2,1,-4,0.1678
3,top,2,1,-3,0.2298
3,top,2,1,-2,0.3062
3,top,2,1,-1,0.395
3,top,2,1,0,0.4913
3,top,2,1,1,0.5882
3,top,2,1,2,0.6787
3,top,2,1,3,0.7576
3,top,2,1,4,0.8222
3,top,2,1,5,0.8724
3,top,2,1,6,0.91
3,top,2,1,7,0.9374
3,top,2,1,8,0.9568
3,top,2,1,9,0.9704
3,top,2,1,10,0.9798
3,top,2,2,-10,0.0192
3,top,2,2,-9,0.0281
3,top,2,2,-8,0.041
3,top,2,2,-7,0.0595
3,top,2,2,-6,0.0856
3,top,2,2,-5,0.1216
3,top,2,2,-4,0.1699
3,top,2,2,-3,0.2325
3,top,2,2,-2,0.3094
3,top,2,2,-1,0.3986
3,top,2,2,0,0.495
3,top,2,2,1,0.5918
3,top,2,2,2,0.682
3,top,2,2,3,0.7603
3,top,2,2,4,0.8243
3,top,2,2,5,0.8741
3,top,2,2,6,0.9113
3,top,2,2,7,0.9382
3,top,2,2,8,0.9574
3,top,2,2,9,0.9708
3,top,2,2,10,0.9801
3,top,2,3,-10,0.0194
3,top,2,3,-9,0.0285
3,top,2,3,-8,0.0415
3,top,2,3,-7,0.0602
3,top,2,3,-6,0.0866
3,top,2,3,-5,0.123
3,top,2,3,-4,0.1718
3,top,2,3,-3,0.2348
3,top,2,3,-2,0.3122
3,top,2,3,-1,0.4017
3,top,2,3,0,0.4983
3,top,2,3,1,0.595
3,top,2,3,2,0.6848
3,top,2,3,3,0.7627
3,top,2,3,4,0.8262
3,top,2,3,5,0.8755
3,top,2,3,6,0.9123
3,top,2,3,7,0.939
3,top,2,3,8,0.9579
3,top,2,3,9,0.9712
3,top,2,3,10,0.9803
3,top,2,4,-10,0.0194
3,top,2,4,-9,0.0285
3,top,2,4,-8,0.0415
3,top,2,4,-7,0.0602
3,top,2,4,-6,0.0866
3,top,2,4,-5,0.123
3,top,2,4,-4,0.1718
3,top,2,4,-3,0.2348
3,top,2,4,-2,0.3122
3,top,2,4,-1,0.4017
3,top,2,4,0,0.4983
3,top,2,4,1,0.595
3,top,2,4,2,0.6848
3,top,2,4,3,0.7627
3,top,2,4,4,0.8262
3,top,2,4,5,0.8755
3,top,2,4,6,0.9123
3,top,2,4,7,0.939
3,top,2,4,8,0.9579
3,top,2,4,9,0.9712
3,top,2,4,10,0.9803
3,top,2,5,-10,0.0197
3,top,2,5,-9,0.0288
3,top,2,5,-8,0.042
3,top,2,5,-7,0.061
3,top,2,5,-6,0.0876
3,top,2,5,-5,0.1244
3,top,2,5,-4,0.1736
3,top,2,5,-3,0.2371
3,top,2,5,-2,0.315
3,top,2,5,-1,0.4048
3,top,2,5,0,0.5015
3,top,2,5,1,0.5981
3,top,2,5,2,0.6876
3,top,2,5,3,0.765
3,top,2,5,4,0.8281
3,top,2,5,5,0.8769
3,top,2,5,6,0.9133
3,top,2,5,7,0.9397
3,top,2,5,8,0.9584
3,top,2,5,9,0.9715
3,top,2,5,10,0.9806
3,top,2,6,-10,0.02
3,top,2,6,-9,0.0292
3,top,2,6,-8,0.0427
3,top,2,6,-7,0.0618
3,top,2,6,-6,0.0888
3,top,2,6,-5,0.126
3,top,2,6,-4,0.1758
3,top,2,6,-3,0.2399
3,top,2,6,-2,0.3182
3,top,2,6,-1,0.4084
3,top,2,6,0,0.5052
3,top,2,6,1,0.6017
3,top,2,6,2,0.6908
3,top,2,6,3,0.7677
3,top,2,6,4,0.8302
3,top,2,6,5,0.8785
3,top,2,6,6,0.9145
3,top,2,6,7,0.9406
3,top,2,6,8,0.959
3,top,2,6,9,0.9719
3,top,2,6,10,0.9808
3,top,2,7,-10,0.0202
3,top,2,7,-9,0.0296
3,top,2,7,-8,0.0432
3,top,2,7,-7,0.0626
3,top,2,7,-6,0.0899
3,top,2,7,-5,0.1275
3,top,2,7,-4,0.1777
3,top,2,7,-3,0.2422
3,top,2,7,-2,0.321
3,top,2,7,-1,0.4116
3,top,2,7,0,0.5085
3,top,2,7,1,0.6048
3,top,2,7,2,0.6936
3,top,2,7,3,0.77
3,top,2,7,4,0.832
3,top,2,7,5,0.8799
3,top,2,7,6,0.9155
3,top,2,7,7,0.9413
3,top,2,7,8,0.9595
3,top,2,7,9,0.9723
3,top,2,7,10,0.9811
3,bottom,0,0,-10,0.0198
3,bottom,0,0,-9,0.029
3,bottom,0,0,-8,0.0423
3,bottom,0,0,-7,0.0613
3,bottom,0,0,-6,0.0881
3,bottom,0,0,-5,0.125
3,bottom,0,0,-4,0.1745
3,bottom,0,0,-3,0.2382
3,bottom,0,0,-2,0.3163
3,bottom,0,0,-1,0.4062
3,bottom,0,0,0,0.503
3,bottom,0,0,1,0.5995
3,bottom,0,0,2,0.6889
3,bottom,0,0,3,0.7661
3,bottom,0,0,4,0.8289
3,bottom,0,0,5,0.8776
3,bottom,0,0,6,0.9138
3,bottom,0,0,7,0.9401
3,bottom,0,0,8,0.9587
3,bottom,0,0,9,0.9717
3,bottom,0,0,10,0.9807
3,bottom,0,1,-10,0.02
3,bottom,0,1,-9,0.0294
3,bottom,0,1,-8,0.0428
3,bottom,0,1,-7,0.0621
3,bottom,0,1,-6,0.0892
3,bottom,0,1,-5,0.1265
3,bottom,0,1,-4,0.1764
3,bottom,0,1,-3,0.2406
3,bottom,0,1,-2,0.3191
3,bottom,0,1,-1,0.4094
3,bottom,0,1,0,0.5062
3,bottom,0,1,1,0.6026
3,bottom,0,1,2,0.6917
3,bottom,0,1,3,0.7684
3,bottom,0,1,4,0.8308
3,bottom,0,1,5,0.8789
3,bottom,0,1,6,0.9148
3,bottom,0,1,7,0.9408
3,bottom,0,1,8,0.9592
3,bottom,0,1,9,0.972
3,bottom,0,1,10,0.9809
3,bottom,0,2,-10,0.0203
3,bottom,0,2,-9,0.0298
3,bottom,0,2,-8,0.0434
3,bottom,0,2,-7,0.0629
3,bottom,0,2,-6,0.0904
3,bottom,0,2,-5,0.1281
3,bottom,0,2,-4,0.1786
3,bottom,0,2,-3,0.2433
3,bottom,0,2,-2,0.3223
3,bottom,0,2,-1,0.413
3,bottom,0,2,0,0.51
3,bottom,0,2,1,0.6062
3,bottom,0,2,2,0.6949
3,bottom,0,2,3,0.7711
3,bottom,0,2,4,0.8329
3,bottom,0,2,5,0.8805
3,bottom,0,2,6,0.916
3,bottom,0,2,7,0.9416
3,bottom,0,2,8,0.9598
3,bottom,0,2,9,0.9724
3,bottom,0,2,10,0.9812
3,bottom,0,3,-10,0.0206
3,bottom,0,3,-9,0.0302
3,bottom,0,3,-8,0.044
3,bottom,0,3,-7,0.0637
3,bottom,0,3,-6,0.0915
3,bottom,0,3,-5,0.1296
3,bottom,0,3,-4,0.1805
3,bottom,0,3,-3,0.2457
3,bottom,0,3,-2,0.3252
3,bottom,0,3,-1,0.4162
3,bottom,0,3,0,0.5132
3,bottom,0,3,1,0.6093
3,bottom,0,3,2,0.6976
3,bottom,0,3,3,0.7734
3,bottom,0,3,4,0.8347
3,bottom,0,3,5,0.8819
3,bottom,0,3,6,0.917
3,bottom,0,3,7,0.9423
3,bottom,0,3,8,0.9603
3,bottom,0,3,9,0.9728
3,bottom,0,3,10,0.9814
3,bottom,0,4,-10,0.0206
3,bottom,0,4,-9,0.0302
3,bottom,0,4,-8,0.044
3,bottom,0,4,-7,0.0637
3,bottom,0,4,-6,0.0915
3,bottom,0,4,-5,0.1296
3,bottom,0,4,-4,0.1805
3,bottom,0,4,-3,0.2457
3,bottom,0,4,-2,0.3252
3,bottom,0,4,-1,0.4162
3,bottom,0,4,0,0.5132
3,bottom,0,4,1,0.6093
3,bottom,0,4,2,0.6976
3,bottom,0,4,3,0.7734
3,bottom,0,4,4,0.8347
3,bottom,0,4,5,0.8819
3,bottom,0,4,6,0.917
3,bottom,0,4,7,0.9423
3,bottom,0,4,8,0.9603
3,bottom,0,4,9,0.9728
3,bottom,0,4,10,0.9814
3,bottom,0,5,-10,0.0209
3,bottom,0,5,-9,0.0305
3,bottom,0,5,-8,0.0445
3,bottom,0,5,-7,0.0645
3,bottom,0,5,-6,0.0925
3,bottom,0,5,-5,0.1311
3,bottom,0,5,-4,0.1824
3,bottom,0,5,-3,0.2482
3,bottom,0,5,-2,0.3281
3,bottom,0,5,-1,0.4193
3,bottom,0,5,0,0.5165
3,bottom,0,5,1,0.6124
3,bottom,0,5,2,0.7004
3,bottom,0,5,3,0.7757
3,bottom,0,5,4,0.8364
3,bottom,0,5,5,0.8832
3,bottom,0,5,6,0.918
3,bottom,0,5,7,0.943
3,bottom,0,5,8,0.9608
3,bottom,0,5,9,0.9731
3,bottom,0,5,10,0.9817
3,bottom,0,6,-10,0.0212
3,bottom,0,6,-9,0.031
3,bottom,0,6,-8,0.0452
3,bottom,0,6,-7,0.0654
3,bottom,0,6,-6,0.0938
3,bottom,0,6,-5,0.1328
3,bottom,0,6,-4,0.1847
3,bottom,0,6,-3,0.251
3,bottom,0,6,-2,0.3314
3,bottom,0,6,-1,0.423
3,bottom,0,6,0,0.5202
3,bottom,0,6,1,0.616
3,bottom,0,6,2,0.7035
3,bottom,0,6,3,0.7783
3,bottom,0,6,4,0.8385
3,bottom,0,6,5,0.8848
3,bottom,0,6,6,0.9191
3,bottom,0,6,7,0.9438
3,bottom,0,6,8,0.9613
3,bottom,0,6,9,0.9735
3,bottom,0,6,10,0.9819
3,bottom,0,7,-10,0.0214
3,bottom,0,7,-9,0.0314
3,bottom,0,7,-8,0.0457
3,bottom,0,7,-7,0.0662
3,bottom,0,7,-6,0.0949
3,bottom,0,7,-5,0.1343
3,bottom,0,7,-4,0.1866
3,bottom,0,7,-3,0.2534
3,bottom,0,7,-2,0.3343
3,bottom,0,7,-1,0.4262
3,bottom,0,7,0,0.5235
3,bottom,0,7,1,0.619
3,bottom,0,7,2,0.7062
3,bottom,0,7,3,0.7805
3,bottom,0,7,4,0.8402
3,bottom,0,7,5,0.8861
3,bottom,0,7,6,0.92
3,bottom,0,7,7,0.9445
3,bottom,0,7,8,0.9618
3,bottom,0,7,9,0.9739
3,bottom,0,7,10,0.9822
3,bottom,1,0,-10,0.0194
3,bottom,1,0,-9,0.0285
3,bottom,1,0,-8,0.0416
3,bottom,1,0,-7,0.0603
3,bottom,1,0,-6,0.0867
3,bottom,1,0,-5,0.1231
3,bottom,1,0,-4,0.1719
3,bottom,1,0,-3,0.235
3,bottom,1,0,-2,0.3124
3,bottom,1,0,-1,0.4019
3,bottom,1,0,0,0.4985
3,bottom,1,0,1,0.5952
3,bottom,1,0,2,0.685
3,bottom,1,0,3,0.7629
3,bottom,1,0,4,0.8264
3,bottom,1,0,5,0.8756
3,bottom,1,0,6,0.9124
3,bottom,1,0,7,0.939
3,bottom,1,0,8,0.958
3,bottom,1,0,9,0.9712
3,bottom,1,0,10,0.9803
3,bottom,1,1,-10,0.0197
3,bottom,1,1,-9,0.0288
3,bottom,1,1,-8,0.0421
3,bottom,1,1,-7,0.061
3,bottom,1,1,-6,0.0877
3,bottom,1,1,-5,0.1245
3,bottom,1,1,-4,0.1738
3,bottom,1,1,-3,0.2373
3,bottom,1,1,-2,0.3152
3,bottom,1,1,-1,0.405
3,bottom,1,1,0,0.5017
3,bottom,1,1,1,0.5983
3,bottom,1,1,2,0.6878
3,bottom,1,1,3,0.7652
3,bottom,1,1,4,0.8282
3,bottom,1,1,5,0.877
3,bottom,1,1,6,0.9134
3,bottom,1,1,7,0.9398
3,bottom,1,1,8,0.9585
3,bottom,1,1,9,0.9715
3,bottom,1,1,10,0.9806
3,bottom,1,2,-10,0.02
3,bottom,1,2,-9,0.0293
3,bottom,1,2,-8,0.0427
3,bottom,1,2,-7,0.0619
3,bottom,1,2,-6,0.0889
3,bottom,1,2,-5,0.1261
3,bottom,1,2,-4,0.176
3,bottom,1,2,-3,0.24
3,bottom,1,2,-2,0.3184
3,bottom,1,2,-1,0.4087
3,bottom,1,2,0,0.5055
3,bottom,1,2,1,0.6019
3,bottom,1,2,2,0.691
3,bottom,1,2,3,0.7679
3,bottom,1,2,4,0.8303
3,bottom,1,2,5,0.8786
3,bottom,1,2,6,0.9146
3,bottom,1,2,7,0.9406
3,bottom,1,2,8,0.9591
3,bottom,1,2,9,0.972
3,bottom,1,2,10,0.9809
3,bottom,1,3,-10,0.0202
3,bottom,1,3,-9,0.0296
3,bottom,1,3,-8,0.0432
3,bottom,1,3,-7,0.0626
3,bottom,1,3,-6,0.09
3,bottom,1,3,-5,0.1276
3,bottom,1,3,-4,0.1778
3,bottom,1,3,-3,0.2424
3,bottom,1,3,-2,0.3213
3,bottom,1,3,-1,0.4118
3,bottom,1,3,0,0.5087
3,bottom,1,3,1,0.605
3,bottom,1,3,2,0.6938
3,bottom,1,3,3,0.7702
3,bottom,1,3,4,0.8322
3,bottom,1,3,5,0.88
3,bottom,1,3,6,0.9156
3,bottom,1,3,7,0.9413
3,bottom,1,3,8,0.9596
3,bottom,1,3,9,0.9723
3,bottom,1,3,10,0.9811
3,bottom,1,4,-10,0.0202
3,bottom,1,4,-9,0.0296
3,bottom,1,4,-8,0.0432
3,bottom,1,4,-7,0.0626
3,bottom,1,4,-6,0.09
3,bottom,1,4,-5,0.1276
3,bottom,1,4,-4,0.1778
3,bottom,1,4,-3,0.2424
3,bottom,1,4,-2,0.3213
3,bottom,1,4,-1,0.4118
3,bottom,1,4,0,0.5087
3,bottom,1,4,1,0.605
3,bottom,1,4,2,0.6938
3,bottom,1,4,3,0.7702
3,bottom,1,4,4,0.8322
3,bottom,1,4,5,0.88
3,bottom,1,4,6,0.9156
3,bottom,1,4,7,0.9413
3,bottom,1,4,8,0.9596
3,bottom,1,4,9,0.9723
3,bottom,1,4,10,0.9811
3,bottom,1,5,-10,0.0205
3,bottom,1,5,-9,0.03
3,bottom,1,5,-8,0.0438
3,bottom,1,5,-7,0.0634
3,bottom,1,5,-6,0.091
3,bottom,1,5,-5,0.129
3,bottom,1,5,-4,0.1798
3,bottom,1,5,-3,0.2448
3,bottom,1,5,-2,0.3241
3,bottom,1,5,-1,0.415
3,bottom,1,5,0,0.512
3,bottom,1,5,1,0.6081
3,bottom,1,5,2,0.6966
3,bottom,1,5,3,0.7725
3,bottom,1,5,4,0.834
3,bottom,1,5,5,0.8814
3,bottom,1,5,6,0.9166
3,bottom,1,5,7,0.9421
3,bottom,1,5,8,0.9601
3,bottom,1,5,9,0.9727
3,bottom,1,5,10,0.9813
3,bottom,1,6,-10,0.0208
3,bottom,1,6,-9,0.0305
3,bottom,1,6,-8,0.0444
3,bottom,1,6,-7,0.0643
3,bottom,1,6,-6,0.0923
3,bottom,1,6,-5,0.1307
3,bottom,1,6,-4,0.182
3,bottom,1,6,-3,0.2476
3,bottom,1,6,-2,0.3274
3,bottom,1,6,-1,0.4186
3,bottom,1,6,0,0.5157
3,bottom,1,6,1,0.6117
3,bottom,1,6,2,0.6997
3,bottom,1,6,3,0.7751
3,bottom,1,6,4,0.836
3,bottom,1,6,5,0.8829
3,bottom,1,6,6,0.9177
3,bottom,1,6,7,0.9429
3,bottom,1,6,8,0.9606
3,bottom,1,6,9,0.9731
3,bottom,1,6,10,0.9816
3,bottom,1,7,-10,0.0211
3,bottom,1,7,-9,0.0308
3,bottom,1,7,-8,0.045
3,bottom,1,7,-7,0.0651
3,bottom,1,7,-6,0.0934
3,bottom,1,7,-5,0.1322
3,bottom,1,7,-4,0.1839
3,bottom,1,7,-3,0.25
3,bottom,1,7,-2,0.3303
3,bottom,1,7,-1,0.4218
3,bottom,1,7,0,0.519
3,bottom,1,7,1,0.6148
3,bottom,1,7,2,0.7025
3,bottom,1,7,3,0.7774
3,bottom,1,7,4,0.8378
3,bottom,1,7,5,0.8843
3,bottom,1,7,6,0.9187
3,bottom,1,7,7,0.9436
3,bottom,1,7,8,0.9611
3,bottom,1,7,9,0.9734
3,bottom,1,7,10,0.9819
3,bottom,2,0,-10,0.0191
3,bottom,2,0,-9,0.028
3,bottom,2,0,-8,0.0409
3,bottom,2,0,-7,0.0593
3,bottom,2,0,-6,0.0853
3,bottom,2,0,-5,0.1212
3,bottom,2,0,-4,0.1694
3,bottom,2,0,-3,0.2317
3,bottom,2,0,-2,0.3085
3,bottom,2,0,-1,0.3976
3,bottom,2,0,0,0.494
3,bottom,2,0,1,0.5909
3,bottom,2,0,2,0.6811
3,bottom,2,0,3,0.7596
3,bottom,2,0,4,0.8238
3,bottom,2,0,5,0.8736
3,bottom,2,0,6,0.9109
3,bottom,2,0,7,0.938
3,bottom,2,0,8,0.9572
3,bottom,2,0,9,0.9707
3,bottom,2,0,10,0.98
3,bottom,2,1,-10,0.0193
3,bottom,2,1,-9,0.0283
3,bottom,2,1,-8,0.0414
3,bottom,2,1,-7,0.06
3,bottom,2,1,-6,0.0863
3,bottom,2,1,-5,0.1226
3,bottom,2,1,-4,0.1712
3,bottom,2,1,-3,0.2341
3,bottom,2,1,-2,0.3113
3,bottom,2,1,-1,0.4007
3,bottom,2,1,0,0.4973
3,bottom,2,1,1,0.594
3,bottom,2,1,2,0.684
3,bottom,2,1,3,0.762
3,bottom,2,1,4,0.8256
3,bottom,2,1,5,0.8751
3,bottom,2,1,6,0.912
3,bottom,2,1,7,0.9387
3,bottom,2,1,8,0.9578
3,bottom,2,1,9,0.971
3,bottom,2,1,10,0.9802
3,bottom,2,2,-10,0.0196
3,bottom,2,2,-9,0.0288
3,bottom,2,2,-8,0.042
3,bottom,2,2,-7,0.0609
3,bottom,2,2,-6,0.0875
3,bottom,2,2,-5,0.1242
3,bottom,2,2,-4,0.1734
3,bottom,2,2,-3,0.2368
3,bottom,2,2,-2,0.3145
3,bottom,2,2,-1,0.4043
3,bottom,2,2,0,0.501
3,bottom,2,2,1,0.5976
3,bottom,2,2,2,0.6872
3,bottom,2,2,3,0.7647
3,bottom,2,2,4,0.8278
3,bottom,2,2,5,0.8767
3,bottom,2,2,6,0.9132
3,bottom,2,2,7,0.9396
3,bottom,2,2,8,0.9584
3,bottom,2,2,9,0.9715
3,bottom,2,2,10,0.9805
3,bottom,2,3,-10,0.0199
3,bottom,2,3,-9,0.0291
3,bottom,2,3,-8,0.0425
3,bottom,2,3,-7,0.0616
3,bottom,2,3,-6,0.0885
3,bottom,2,3,-5,0.1256
3,bottom,2,3,-4,0.1752
3,bottom,2,3,-3,0.2391
3,bottom,2,3,-2,0.3173
3,bottom,2,3,-1,0.4075
3,bottom,2,3,0,0.5042
3,bottom,2,3,1,0.6007
3,bottom,2,3,2,0.69
3,bottom,2,3,3,0.767
3,bottom,2,3,4,0.8296
3,bottom,2,3,5,0.8781
3,bottom,2,3,6,0.9142
3,bottom,2,3,7,0.9403
3,bottom,2,3,8,0.9589
3,bottom,2,3,9,0.9718
3,bottom,2,3,10,0.9808
